issue_id,title,description,issue_type,status,priority,assignee,team,story_points,dependencies,updated_at
ISS-13887,Bring context menu to work mode,,task,done,medium,Dev_5,devops,3,,2026-02-15
ISS-13888,Display a invalid drop target icon on the version list when trying to assign story for a different project to a version,,task,done,medium,Dev_1,devops,3,,2026-02-13
ISS-13889,"As Patrick, I want the list of epics to reflect the current version filter",,task,in_progress,medium,Dev_2,frontend,3,ISS-22076,2026-02-20
ISS-13890,Swimlane by epic,,task,todo,medium,Dev_5,backend,3,,2026-02-13
ISS-13891,Integrate GH install via JIRA project template,,task,in_progress,medium,Dev_5,frontend,3,,2026-02-13
ISS-13892,ADG GH: Resizable Detail View,,task,done,medium,Dev_1,devops,3,,2026-02-14
ISS-13893,Enable GH on OD instances from the Create Project dialog,,task,in_progress,medium,Dev_3,devops,3,,2026-02-14
ISS-13894,Edit startDate of a fixVersion in JIRA,,task,done,medium,Dev_3,backend,3,ISS-18742,2026-02-19
ISS-13895,Display a trendline for version chart,,task,in_progress,medium,Dev_5,ml_team,3,,2026-02-25
ISS-13896,Adjust the shading for epic & version report,,task,done,medium,Dev_2,backend,3,ISS-5695,2026-02-20
ISS-13897,Use the startDate in version report calculations,,task,in_progress,medium,Dev_1,backend,3,ISS-9071,2026-02-24
ISS-13898,Update the open/close epic/versions panel(s),,task,in_progress,medium,Dev_1,backend,3,ISS-2681,2026-02-21
ISS-13899,Promote Release Planning out of labs,,task,done,medium,Dev_2,devops,3,ISS-5765,2026-02-18
ISS-13900,As a user I want to be able to see the Epic Name as a column in Issue Navigator searches,,task,in_progress,medium,Dev_3,devops,3,,2026-02-28
ISS-13901,Excel export - plan mode,,task,done,medium,Dev_3,ml_team,3,ISS-18298,2026-02-18
ISS-13902,GH updates for JIRA 6.0 ADG changes (mainly Admin nav?) plus Gadgets,,task,done,medium,Dev_3,ml_team,3,,2026-02-13
ISS-13903,"Change ""hide nav bar"" shortcut",,task,todo,medium,Dev_2,backend,3,,2026-02-25
ISS-13904,diagram of GreenHopper data / how it all works,,task,in_progress,medium,Dev_1,backend,3,ISS-4456,2026-02-16
ISS-13905,Gather information about potential sprint conflicts,,task,in_progress,medium,Dev_2,backend,3,,2026-02-19
ISS-13906,"In order to be able to select report options easily, I want a better control to use",,task,done,medium,Dev_2,devops,3,ISS-8381,2026-02-15
ISS-13907,Assign a story to future sprint,,task,todo,medium,Dev_4,devops,3,,2026-02-27
ISS-13908,Write soke tests to measure UI performance on the plan mode,,task,in_progress,medium,Dev_1,ml_team,3,ISS-4295,2026-02-27
ISS-13909,Autocomplete for Epic Link in JQL,,task,in_progress,medium,Dev_3,frontend,3,,2026-02-28
ISS-13910,Add an issue to an Epic from JIRA when no other issues have been added to it yet,,story,done,medium,Dev_5,devops,3,,2026-02-25
ISS-13911,Allow to set resolution in Simplified Workflow,,task,done,medium,Dev_1,ml_team,3,ISS-12019,2026-02-15
ISS-13912,Expose GH defaults as an API,,task,in_progress,medium,Dev_5,ml_team,3,,2026-02-21
ISS-13913,GH further ADG updates,,task,in_progress,medium,Dev_3,backend,3,ISS-6450,2026-02-28
ISS-13914,Wizard-like Create Board dialog,,task,done,medium,Dev_1,frontend,3,,2026-02-27
ISS-13915,Flagging on stories as swimlanes in work mode,,task,todo,medium,Dev_5,devops,3,,2026-02-20
ISS-13916,Update close icon in Detail View to be a font icon,,task,done,medium,Dev_4,backend,3,ISS-9496,2026-02-13
ISS-13917,"In order to be better aware of the sprint markers migration, as an administrator I want to see a banner when GH 6.3 is installed",,task,done,medium,Dev_5,frontend,3,,2026-02-27
ISS-13918,Change visual treatment on issue count in swimlane header to not use AUI badge,,task,done,medium,Dev_2,frontend,3,,2026-02-19
ISS-13919,As an Admin I want to create Writer accounts,,task,in_progress,medium,Dev_2,frontend,3,ISS-8068,2026-02-28
ISS-13920,As an Admin I want to create Reviewer accounts,,task,in_progress,medium,Dev_2,frontend,3,,2026-02-26
ISS-13921,As an Admin I want to create MediaManager accounts,,task,todo,medium,Dev_5,frontend,3,ISS-8078,2026-02-21
ISS-13922,As a writer I want to create multiple articles so that they can be published,,task,done,medium,Dev_1,ml_team,3,,2026-02-18
ISS-13923,As a reviewer I want to have an account so that i can review an article,,task,todo,medium,Dev_5,devops,3,,2026-02-21
ISS-13924,"Quick filters should collapse into a ""... Show more"" reveal pattern when they will wrap to more than one line",,task,todo,medium,Dev_5,devops,3,,2026-02-27
ISS-13925,As an Admin I want to be able to assign roles,,task,done,medium,Dev_4,backend,3,ISS-19630,2026-02-22
ISS-13926,Change activity stream documentation regarding repository commits,,task,in_progress,medium,Dev_4,devops,3,,2026-02-24
ISS-13927,As a reviewer to be able to review articles and add comments,,story,todo,medium,Dev_3,frontend,3,,2026-02-16
ISS-13928,Unable to add a response when creating a second flow in the same mflow,,story,in_progress,medium,Dev_3,backend,3,,2026-02-14
ISS-13929,Cannot import a Studio project from Git without errors,,task,todo,medium,Dev_1,frontend,3,ISS-12657,2026-02-25
ISS-13930,Changes to Java code do not get hot deployed,,task,in_progress,medium,Dev_1,ml_team,3,,2026-02-19
ISS-13931, Namespaces in the XML view are not being removed when you remove all the elements of a kind,,task,todo,medium,Dev_2,devops,3,,2026-02-28
ISS-13932,"Would save time to be given the option to create a class in addition to selecting an existing class inside a widget dialog box (e.g., Component)",,story,done,medium,Dev_2,backend,3,,2026-02-28
ISS-13933,Support for request/reply,,task,done,medium,Dev_1,devops,3,,2026-02-22
ISS-13934,View the class code just by clicking on the class name displayed in the widget dialog box,,task,in_progress,medium,Dev_4,ml_team,3,,2026-02-27
ISS-13935,"Studio can be a lot smarter when handling logic expressions. I'd rather not see AND, OR, NOT filters in the palette",,task,done,medium,Dev_1,backend,3,,2026-02-13
ISS-13936,Reference to the subflow get lost when changing the subflow name (Exception Strategy),,task,todo,medium,Dev_1,frontend,3,,2026-02-27
ISS-13937,Able to drag and drop composite source and poll as response elements,,task,todo,medium,Dev_5,ml_team,3,,2026-02-17
ISS-13938,Response section is not displayed,,task,done,medium,Dev_1,devops,3,,2026-02-25
ISS-13939,Executing simple lookup table configuration is showing error message,,task,todo,medium,Dev_4,backend,3,,2026-02-27
ISS-13940,"There is no specification when there is a global endpoint or a connector created in the global elements table, they are just called the same and it is confusing",,task,in_progress,medium,Dev_4,devops,3,ISS-19035,2026-02-13
ISS-13941,Unable to create new mappings using new excel format xlsx,,task,done,medium,Dev_5,ml_team,3,,2026-02-20
ISS-13942,Multiple xml validation errors in Studio editor,,task,todo,medium,Dev_5,ml_team,3,,2026-02-18
ISS-13943,"Default of ""Auto delete"" in the File endpoint is hidden in a non-usable way",,task,done,medium,Dev_4,backend,3,ISS-12111,2026-02-25
ISS-13944,Add JAXB support,,story,in_progress,medium,Dev_2,backend,3,,2026-02-26
ISS-13945,Undo option (command + z / Ctrl + z ) does not work if you remove a global element,,task,todo,medium,Dev_4,frontend,3,,2026-02-14
ISS-13946,Suggest to stop the corresponding running mule instance when deleting a project,,task,done,medium,Dev_4,backend,3,ISS-4265,2026-02-27
ISS-13947,More easily navigate between XML and GUI,,task,todo,medium,Dev_2,ml_team,3,,2026-02-17
ISS-13948,Studio cannot be pinned to the taskbar,,task,todo,medium,Dev_1,ml_team,3,,2026-02-23
ISS-13949,Fixing MES Studio behavior for fields that use Collections,,task,todo,medium,Dev_1,frontend,3,,2026-02-24
ISS-13950,Studio Support for WebSockets,,task,done,medium,Dev_1,devops,3,,2026-02-16
ISS-13951,Studio Online Help Enhancements,,task,done,medium,Dev_4,backend,3,,2026-02-28
ISS-13952,Addition of DB2 and MS SQL Server to the list of databases on Studio JDBC connector configuration window - Studio Work,,story,done,medium,Dev_3,ml_team,3,,2026-02-14
ISS-13953,Error unzipping MuleStudio in Windows in a long path,,task,in_progress,medium,Dev_1,devops,3,,2026-02-14
ISS-13954,Studio is not validating that certain scopes should start only with inbound or outbound endpoints,,task,in_progress,medium,Dev_2,ml_team,3,,2026-02-20
ISS-13955,Unable to drag a Twitter neither a Salesforce Streaming from the palette into the composite source,,task,todo,medium,Dev_4,ml_team,3,,2026-02-23
ISS-13956,Adding Reference to CH Analytic end-point on Studio Start,,story,in_progress,medium,Dev_4,frontend,3,ISS-10888,2026-02-17
ISS-13957,Only queryKey is marked as mandatory for JDBC endpoint while Address is a valid attribute if queryKey is not specified,,story,done,medium,Dev_4,frontend,3,,2026-02-13
ISS-13958,error adding context:property-place-holder,,story,done,medium,Dev_3,frontend,3,,2026-02-28
ISS-13959,Direct-edit display name has a strange behavior under Windows,,task,in_progress,medium,Dev_3,backend,3,ISS-12580,2026-02-20
ISS-13960,Components and flow arrow inside response block should be displayed in the reverse order,,task,todo,medium,Dev_4,ml_team,3,,2026-02-14
ISS-13961,"cloudhub integration needs progress bar, cancel button and run in backgroun",,task,todo,medium,Dev_5,devops,3,ISS-9365,2026-02-21
ISS-13962,DM field editor navigation,,task,done,medium,Dev_1,ml_team,3,,2026-02-27
ISS-13963,Exception Strategy inside choice making trouble,,task,in_progress,medium,Dev_3,frontend,3,,2026-02-27
ISS-13964,"When looking for JDBC in the Global Elements filter, nothing is shown",,task,in_progress,medium,Dev_1,frontend,3,,2026-02-23
ISS-13965,"When deleting a field, everything seem to be deleted due to collapse",,task,in_progress,medium,Dev_4,ml_team,3,ISS-11583,2026-02-25
ISS-13966,Warning icon shown in GUI but not in XML,,task,in_progress,medium,Dev_3,frontend,3,,2026-02-17
ISS-13967,Entity IDs are not being generated correctly,,task,done,medium,Dev_5,devops,3,,2026-02-26
ISS-13968,Bad maven project import in studio using studio:studio,,task,in_progress,medium,Dev_3,ml_team,3,,2026-02-24
ISS-13969,"Data Mapper DB Lookup Table, java.sql.SQLException: Streaming result set com.mysql.jdbc.RowDataDynamic is still active",,task,todo,medium,Dev_2,devops,3,,2026-02-28
ISS-13970,Studio randomly crashes when multiple flows are re ordered and referencing one another.,,task,in_progress,medium,Dev_2,backend,3,,2026-02-15
ISS-13971,There are problems when you zoom out in a flow,,task,in_progress,medium,Dev_2,backend,3,,2026-02-17
ISS-13972,When doing drag and drop you are not able to scroll across the long canvas,,task,in_progress,medium,Dev_2,ml_team,3,,2026-02-18
ISS-13973,JDBC EE namespace appended to almost everything,,task,done,medium,Dev_4,backend,3,,2026-02-25
ISS-13974, Losing the Undo option when moving from flow to the xml view and back to the xml view,,task,todo,medium,Dev_5,frontend,3,,2026-02-25
ISS-13975,Static Component in a poll is removed when generic endpoint connector is changed or removed in Message Flow ,,task,done,medium,Dev_1,frontend,3,,2026-02-15
ISS-13976,Mule config file from src/test/resources get copied in src/main/app,,task,todo,medium,Dev_5,frontend,3,ISS-21042,2026-02-27
ISS-13977,Salesforce connector losing Global Element Properties information,,task,in_progress,medium,Dev_2,devops,3,,2026-02-16
ISS-13978,properties-ref in context:property-placeholder is not allowed and silently removed,,task,todo,medium,Dev_1,devops,3,ISS-18947,2026-02-21
ISS-13979,DataMapper Encrypting database lookup password over and over again,,task,done,medium,Dev_1,ml_team,3,,2026-02-26
ISS-13980,XSDs with namespaces and XML without namespaces issue,,task,done,medium,Dev_3,devops,3,ISS-14769,2026-02-20
ISS-13981,DB lookup fields displayed in the Mappings view does not have the correct field names,,task,todo,medium,Dev_5,backend,3,,2026-02-28
ISS-13982,"In the SOAP dialog box, when operation is set to JAX-WS client, no browse button exists for setting the client class",,task,done,medium,Dev_5,devops,3,,2026-02-24
ISS-13983,Choice Router cannot edit routes in Win32XP,,task,done,medium,Dev_2,frontend,3,ISS-3055,2026-02-22
ISS-13984,DataMapper: Exception raised when trying to map the MuleMessage Interface,,task,in_progress,medium,Dev_5,frontend,3,,2026-02-23
ISS-13985,Studio doesn't support complex type nor lists,,task,done,medium,Dev_1,devops,3,,2026-02-22
ISS-13986,Multiple Runtimes: Unknown node definition when using EE components on a project created with a CE Runtime,,task,done,medium,Dev_1,backend,3,,2026-02-18
ISS-13987,"Whenever the project has a change, Connections Explorer should warn the user to save the project changes before executing test connection",,task,in_progress,medium,Dev_2,ml_team,3,ISS-13068,2026-02-21
ISS-13988,Reference Exception strategy should be able to be dropped inside a choice exception strategy ,,task,done,medium,Dev_5,devops,3,ISS-7717,2026-02-14
ISS-13989,Transactional: is not being displayed when using the CE runtime ,,task,todo,medium,Dev_4,frontend,3,,2026-02-25
ISS-13990,"When using connectivity test feature, libraries should be automatically loaded to the project",,task,todo,medium,Dev_4,frontend,3,,2026-02-20
ISS-13991,DataMapper: Exception generated when using an invalid JSON file,,task,in_progress,medium,Dev_5,ml_team,3,,2026-02-16
ISS-13992,Add Processor Chain to the palette ,,story,todo,medium,Dev_3,frontend,3,,2026-02-18
ISS-13993,Transactional endpoints are missing the NOT_SUPPORTED action,,task,todo,medium,Dev_3,backend,3,ISS-13416,2026-02-27
ISS-13994,Documentation generation doesn't work when Flow name contains strange characters,,task,in_progress,medium,Dev_3,backend,3,,2026-02-24
ISS-13995,No universal way to make comments across GUI and XML,,task,in_progress,medium,Dev_5,backend,3,ISS-11693,2026-02-16
ISS-13996,Export to DOCs brings an NPE if you clic when no project is opened,,task,done,medium,Dev_4,ml_team,3,,2026-02-28
ISS-13997,Studio deployer needs to support classloader override,,task,todo,medium,Dev_1,backend,3,,2026-02-26
ISS-13998,Lossing enpoint reference to a global endpoint across different flow files,,task,todo,medium,Dev_3,frontend,3,,2026-02-27
ISS-13999,Studio 3.4 refers to Mule 3.2 schemas in the XML catalog,,task,in_progress,medium,Dev_5,ml_team,3,,2026-02-15
ISS-14000,Resize DM new input argument dialog so the expression field is visible,,task,done,medium,Dev_1,devops,3,,2026-02-28
ISS-14001,Contribution sources points to non existent jar,,task,in_progress,medium,Dev_2,frontend,3,,2026-02-20
ISS-14002,Create error when XML is invalid,,task,done,medium,Dev_2,devops,3,,2026-02-25
ISS-14003,Automatically add schemas to the XML catalog for referenced libraries,,story,todo,medium,Dev_5,frontend,3,,2026-02-26
ISS-14004,Consider enabling search for task tags by default,,task,in_progress,medium,Dev_2,ml_team,3,,2026-02-20
ISS-14005,Validation error when refering to a global EJB,,task,in_progress,medium,Dev_3,frontend,3,,2026-02-25
ISS-14006,<set-variable> and <flow-ref> should have their doc:name attributes default to more relevant values,,task,done,medium,Dev_2,ml_team,3,,2026-02-21
ISS-14007,Classes from included java build path projects not available at runtime,,task,done,medium,Dev_2,frontend,3,,2026-02-28
ISS-14008,Error database connector name needs to be unique,,task,todo,medium,Dev_5,ml_team,3,ISS-4508,2026-02-22
ISS-14009,XML matching tag highlighting does not work,,task,in_progress,medium,Dev_3,ml_team,3,,2026-02-24
ISS-14010,Datamapper dependencies are not added to the studio generated pom,,story,in_progress,medium,Dev_4,ml_team,3,,2026-02-14
ISS-14011,ALL mflows are deleted when modifying the buildpath,,task,done,medium,Dev_4,devops,3,,2026-02-14
ISS-14012,Object builder should work with static meta-data,,task,todo,medium,Dev_5,backend,3,,2026-02-17
ISS-14013,flow ref editor should be alpha sorted and allow filtering,,task,in_progress,medium,Dev_4,devops,3,,2026-02-15
ISS-14014,Mule Debugger and Java Debugger collide,,bug,done,medium,Dev_2,devops,3,,2026-02-27
ISS-14015,"When publishing to application repository, application name accepts characters which are not allowed by MMC and action fails",,task,in_progress,medium,Dev_2,ml_team,3,ISS-15583,2026-02-22
ISS-14016,Support for referencing external resources,,task,in_progress,medium,Dev_2,devops,3,,2026-02-18
ISS-14017,Cloud Connectors are missing from plugin,,task,done,medium,Dev_3,ml_team,3,,2026-02-14
ISS-14018,"In New Project wizard, New Mule Flow dialog doesn't replace whitespaces in the project name with underscores for the flow filename",,task,in_progress,medium,Dev_3,backend,3,ISS-4523,2026-02-23
ISS-14019,Endpoint exchange-pattern is automatically set to one-way after explicity stating it should be request-response,,task,done,medium,Dev_2,frontend,3,,2026-02-14
ISS-14020,Setting the serviceClass attribute in a SOAP message processor (JAX-WS Service) produces garbage text,,task,in_progress,medium,Dev_3,devops,3,,2026-02-17
ISS-14021,ALL processor ignores news processors in certain situations,,task,todo,medium,Dev_3,ml_team,3,ISS-7997,2026-02-19
ISS-14022,Cannot use transaction ee:xa-transactional or ee:multi-transactional from a test case,,task,in_progress,medium,Dev_1,devops,3,ISS-2660,2026-02-18
ISS-14023,"DataMapper should not show meta-data objects as KV pairs, but as an Object ",,task,todo,medium,Dev_3,backend,3,ISS-21498,2026-02-22
ISS-14024,Export can't handle jar files when not in workspace,,task,in_progress,medium,Dev_1,frontend,3,,2026-02-28
ISS-14025,Should not display confirmation dialogue upon successful retrieval of meta-data. ,,task,done,medium,Dev_4,frontend,3,ISS-17288,2026-02-20
ISS-14026,ObjectBuilder usability improvements,,task,done,medium,Dev_1,devops,3,,2026-02-13
ISS-14027,XMLGregorianCalendar should be automatically mappable and Date->XMLGregorialCalendar mappings should be possible with simple mapping. ,,task,done,medium,Dev_3,frontend,3,,2026-02-24
ISS-14028,Run history ,,task,todo,medium,Dev_5,ml_team,3,,2026-02-28
ISS-14029,Place all examples in GIT,,task,done,medium,Dev_2,devops,3,ISS-17314,2026-02-22
ISS-14030,Remove examples marked as Archive from Studio,,task,done,medium,Dev_1,backend,3,,2026-02-25
ISS-14031,Remove archived examples from Studio,,task,in_progress,medium,Dev_5,ml_team,3,,2026-02-27
ISS-14032,Updating the set of connectors available in the connections explorer,,task,todo,medium,Dev_5,devops,3,,2026-02-13
ISS-14033,Dragging and dropping a Rollback Exception Strategy into a flow messes up the Message Flow canvas,,task,todo,medium,Dev_4,ml_team,3,,2026-02-14
ISS-14034,Studio Phase I support for APIkit,,task,todo,medium,Dev_2,backend,3,,2026-02-27
ISS-14035,Global endpoint and connector descriptions of certain transports are identical.,,task,in_progress,medium,Dev_4,ml_team,3,ISS-17595,2026-02-14
ISS-14036,A Rollback Exception Strategy on a flow prevents the generation of documentation for that flow,,task,todo,medium,Dev_5,devops,3,ISS-4428,2026-02-21
ISS-14037,Excel To JSON template looks for the wrong type of excel spreadsheet,,task,done,medium,Dev_4,frontend,3,,2026-02-14
ISS-14038,New JDBC endpoint turns all previous JDBC endpoints to one-way in visual editor,,task,todo,medium,Dev_3,devops,3,ISS-4163,2026-02-25
ISS-14039,Select the sort direction connector queries,,task,in_progress,medium,Dev_4,backend,3,,2026-02-16
ISS-14040,Mule 3.4 Dynamic Lookup with Registry,,task,in_progress,medium,Dev_4,devops,3,,2026-02-28
ISS-14041,Public docs on enabling/creating a connector with meta-data support,,task,done,medium,Dev_3,backend,3,ISS-21869,2026-02-17
ISS-14042,Mule 3.4 Pairing with Registry,,task,done,medium,Dev_5,backend,3,ISS-12684,2026-02-19
ISS-14043,Display and customize generated connector queries,,task,in_progress,medium,Dev_5,frontend,3,,2026-02-23
ISS-14044,Testing - Mule 3.4 Pairing with GA Registry,,task,in_progress,medium,Dev_5,frontend,3,,2026-02-25
ISS-14045,Studio Welcome Page Update,,task,todo,medium,Dev_5,frontend,3,,2026-02-24
ISS-14046,Cloud Connectors that do Not have Meta-data Should Work with new meta-data enabled version of Studio without issues,,task,todo,medium,Dev_5,devops,3,,2026-02-21
ISS-14047,Maven - POM.XML dependencies update when other components than CCs are used,,task,todo,medium,Dev_1,backend,3,ISS-4859,2026-02-19
ISS-14048,Maven - Import existing Maven project into Studio,,task,done,medium,Dev_1,devops,3,,2026-02-21
ISS-14049,Getting exception when attempting to add a SalesForce Cloud Connector,,story,todo,medium,Dev_4,frontend,3,,2026-02-28
ISS-14050,Retrieved metadata from operations must be available through different Studio session.,,task,done,medium,Dev_4,frontend,3,ISS-0839,2026-02-25
ISS-14051,DataMapper fields not alphabetized for Maps/POJOs,,task,in_progress,medium,Dev_5,frontend,3,,2026-02-20
ISS-14052,Incorrect XML is generated when changing the transaction demarcation of nested transactions,,task,in_progress,medium,Dev_4,ml_team,3,,2026-02-25
ISS-14053,Data sources can be viewed from Connection Explorer,,task,todo,medium,Dev_2,devops,3,,2026-02-21
ISS-14054,Select metadata object in data mapper type configuration,,task,done,medium,Dev_1,ml_team,3,,2026-02-13
ISS-14055,Dragging elements inside the ALL processor generates incorrect XML,,task,in_progress,medium,Dev_1,backend,3,,2026-02-19
ISS-14056,Problem saving after project move,,task,done,medium,Dev_1,frontend,3,,2026-02-18
ISS-14057,Meta-data terminology and DataSense Branding,,task,done,medium,Dev_4,backend,3,,2026-02-28
ISS-14058,Support for Multiple Versions of Cloud Connectors within Studio,,task,done,medium,Dev_3,devops,3,,2026-02-22
ISS-14059,NullPointerException when adding a query in a JDBC endpoint or connector,,story,todo,medium,Dev_5,ml_team,3,ISS-1308,2026-02-15
ISS-14060,Arrows are rendered incorrectly when a composite source contains an endpoint whose exchange-pattern is request-response,,task,in_progress,medium,Dev_1,ml_team,3,,2026-02-16
ISS-14061,Selecting the text() attribute of XML elements in data mapping files causes a NullPointerException,,task,in_progress,medium,Dev_2,devops,3,,2026-02-17
ISS-14062,Update Mule-common library to include enhanced error management and new maps features,,task,in_progress,medium,Dev_5,backend,3,ISS-5549,2026-02-26
ISS-14063,Generate default option should be disabled when there are no fields to generate from,,task,done,medium,Dev_5,backend,3,,2026-02-26
ISS-14064,Nested attributes are created when adding an XML element with a name identical to an existing attribute,,story,done,medium,Dev_5,devops,3,ISS-7256,2026-02-13
ISS-14065,Maven: NPE when pom is not parseable,,task,todo,medium,Dev_4,backend,3,ISS-18612,2026-02-28
ISS-14066,Editing configuration deletes all processor configured fields,,task,in_progress,medium,Dev_5,backend,3,ISS-15468,2026-02-22
ISS-14067,Cannot open non-Studio Mule projects in Eclipse when Studio plugins installed,,task,todo,medium,Dev_2,backend,3,,2026-02-13
ISS-14068,Integrate Custom Compiled Cloud Connectors into Studio,,task,todo,medium,Dev_3,frontend,3,,2026-02-17
ISS-14069,NPE when creating the first CE project on a new workspace,,task,in_progress,medium,Dev_2,frontend,3,,2026-02-21
ISS-14070,DataSense should use the proper type field depending on the connector. ,,task,done,medium,Dev_3,backend,3,,2026-02-23
ISS-14071,Ability to handle errors with individual records in data mapper,,task,todo,medium,Dev_2,devops,3,,2026-02-18
ISS-14072,Avoid trying to get metadata when the connector reference is not configured,,task,done,medium,Dev_1,frontend,3,ISS-0579,2026-02-28
ISS-14073,When modifying the pom.xml the .mflow file somehow gets updated and you need to save it again before running the project,,task,todo,medium,Dev_5,devops,3,,2026-02-17
ISS-14074,Integrate the cloud connectors snapshot repository into the build,,task,done,medium,Dev_3,devops,3,,2026-02-25
ISS-14075,Add support for POJOs in the Object builder and persist them in the XML,,story,todo,medium,Dev_1,backend,3,ISS-11704,2026-02-28
ISS-14076,Maven: subsequent addition of new components may block because of pom being updated,,story,done,medium,Dev_2,ml_team,3,,2026-02-21
ISS-14077,Maven: studio:studio duplicated referenced libraries with the ones in the Runtime (when they are transitive dependencies),,task,done,medium,Dev_4,backend,3,,2026-02-21
ISS-14078,Maven: add an option to manually refresh the projects dependencies,,story,done,medium,Dev_3,backend,3,,2026-02-16
ISS-14079,Maven: should detect if Maven is installed and prevent the user from enabling maven support/fail at doing maven things,,task,todo,medium,Dev_2,frontend,3,,2026-02-22
ISS-14080,Connectivity Testing/Get Metadata Types is not using the values in the configuration dialog for Global Connectors,,task,in_progress,medium,Dev_3,devops,3,ISS-5844,2026-02-13
ISS-14081,Set up the continuous automated testing,,task,done,medium,Dev_4,backend,3,,2026-02-15
ISS-14082,Metadata Cache Consistency,,task,done,medium,Dev_1,ml_team,3,,2026-02-28
ISS-14083,Renaming  a file by using refactor option deletes all the scripts in the file,,task,in_progress,medium,Dev_5,backend,3,,2026-02-26
ISS-14084,Combining Filters into a single Component,,task,in_progress,medium,Dev_3,devops,3,,2026-02-18
ISS-14085,Combining language components and transformers into as single one,,task,in_progress,medium,Dev_2,ml_team,3,ISS-9744,2026-02-15
ISS-14086,Remove Clover ETL  import functionality ,,task,todo,medium,Dev_3,ml_team,3,ISS-4290,2026-02-23
ISS-14087,Combining all transformers into a single component.,,task,done,medium,Dev_3,devops,3,,2026-02-24
ISS-14088,Scrip Component is not displaying the script text,,task,in_progress,medium,Dev_1,devops,3,,2026-02-14
ISS-14089,Change export documentation icon,,task,todo,medium,Dev_5,devops,3,,2026-02-15
ISS-14090,Include new examples in Studio,,task,done,medium,Dev_2,frontend,3,,2026-02-18
ISS-14091,"For composite filters, Studio's UI doesn't allow names, validations require it and throw error",,task,in_progress,medium,Dev_5,devops,3,,2026-02-24
ISS-14092,POM-added JAR dependencies are not added to exported archive,,story,todo,medium,Dev_5,ml_team,3,,2026-02-20
ISS-14093,Metadata doesn't propagate past an enricher,,task,todo,medium,Dev_5,frontend,3,ISS-8724,2026-02-19
ISS-14094,Connectivity fails when using placeholders,,task,todo,medium,Dev_4,frontend,3,,2026-02-24
ISS-14095,DataMapper example is not working fine,,task,in_progress,medium,Dev_3,backend,3,,2026-02-13
ISS-14096,DataSense: NPE when clicking OK in the object builder without configuring the object ,,task,done,medium,Dev_4,devops,3,ISS-6938,2026-02-17
ISS-14097,Generate Documentation is not working with Order Processing template project,,task,done,medium,Dev_3,devops,3,ISS-0708,2026-02-18
ISS-14098,Rollback Exception Strategy is not well drawn in the canvas,,task,in_progress,medium,Dev_3,frontend,3,ISS-22774,2026-02-26
ISS-14099,Get Studio interop use cases tested and to a green satus,,task,todo,medium,Dev_5,backend,3,,2026-02-24
ISS-14100,Metadata does not get the appropiate metadata for arguments different than the one marked as default payload,,task,in_progress,medium,Dev_3,devops,3,ISS-8205,2026-02-20
ISS-14101,APIkit - Interface/Service File Support,,task,in_progress,medium,Dev_1,ml_team,3,,2026-02-15
ISS-14102,Object Builder: I shouldn't be able to set the string attribute name ,,task,todo,medium,Dev_5,ml_team,3,,2026-02-13
ISS-14103,Replace new Studio Help Files,,task,in_progress,medium,Dev_3,devops,3,,2026-02-15
ISS-14104,Improving the way lists are managed and displayed in the Object builder.,,task,todo,medium,Dev_4,backend,3,,2026-02-23
ISS-14105,Maven: deleting maven from /usr/share while studio is opened is letting users to create mvn projects.,,task,in_progress,medium,Dev_5,frontend,3,,2026-02-18
ISS-14106,Maven: when no maven installation is found the error message shows a null location,,task,done,medium,Dev_4,frontend,3,,2026-02-28
ISS-14107,Dynamic Endpoint Naming and Shape,,task,done,medium,Dev_4,devops,3,,2026-02-18
ISS-14108,Export to deployable archive should include transitive project dependencies,,task,in_progress,medium,Dev_4,ml_team,3,ISS-6423,2026-02-15
ISS-14109,Transaction Action NOT_SUPPORTED is missing in autocompletion,,task,done,medium,Dev_1,devops,3,,2026-02-13
ISS-14110,Welcome Page MuleStudio icon link is not working,,task,done,medium,Dev_3,devops,3,ISS-16541,2026-02-20
ISS-14111,When using the CE runtime the JDBC icon shown in the connection explorer is the EE icon ,,task,todo,medium,Dev_4,frontend,3,,2026-02-26
ISS-14112,Add value-ref support to the Object builder for objects that cannot be persisted in the XML,,story,in_progress,medium,Dev_2,backend,3,ISS-22221,2026-02-23
ISS-14113,Validation warning in XPath expression,,task,done,medium,Dev_4,frontend,3,,2026-02-14
ISS-14114,Magento metadata not being fetched,,task,todo,medium,Dev_3,frontend,3,,2026-02-15
ISS-14115,Import a zip that has _MACOSX folder inside (right click - compress in finder) does not work,,task,done,medium,Dev_4,frontend,3,,2026-02-23
ISS-14116,Upgrade SAP connector to 2.1.0,,task,done,medium,Dev_4,frontend,3,,2026-02-18
ISS-14117,Connector not added to the classpath,,story,in_progress,medium,Dev_3,backend,3,,2026-02-23
ISS-14118,XML could not be parsed after deleting a logger component from an All flow control,,task,done,medium,Dev_4,devops,3,,2026-02-26
ISS-14119,Studio fails to show the right spot of an error in the ui editor,,task,todo,medium,Dev_3,backend,3,,2026-02-16
ISS-14120,Saving a Mapping in DataMapper,,task,todo,medium,Dev_1,devops,3,,2026-02-24
ISS-14121,Cannot store value-ref in the xml using property collections for cloud connectors,,task,todo,medium,Dev_3,backend,3,,2026-02-26
